Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
M,D,M,46,68,69,36,35
M,B,M,55,101,76,43,62
F,E,U,13,91,31,10,37
F,B,Y,18,62,66,14,23
F,C,U,14,105,17,11,48
F,C,M,45,54,61,35,30
F,B,M,44,60,70,34,33
F,E,Y,25,60,69,19,33
M,B,Y,27,101,59,21,28
M,E,Y,22,71,63,17,34
M,A,U,9,61,8,7,27
F,D,Y,38,84,64,30,37
M,D,Y,24,93,66,19,42
M,E,U,7,45,28,5,48
F,C,O,93,43,78,72,31
F,A,O,70,33,74,54,43
M,C,M,58,107,63,45,42
M,C,Y,23,49,72,18,36
M,C,M,55,112,56,43,35
F,E,O,72,33,74,56,49
F,C,O,99,24,84,77,23
M,D,M,53,112,67,41,32
F,E,U,9,109,25,7,34
M,B,M,60,60,70,47,15
M,E,U,8,53,23,6,31
M,D,U,8,59,13,6,47
F,A,Y,30,91,62,23,33
F,B,U,6,102,12,5,21
F,B,O,78,22,70,61,58
M,B,U,14,31,19,11,41
M,E,U,10,29,19,8,45
F,B,O,86,22,77,67,27
F,D,U,12,92,27,9,46
M,C,M,40,92,56,31,45
M,C,O,90,48,68,70,23
F,A,O,95,41,66,74,49
F,D,M,41,49,62,32,36
F,E,U,13,113,23,10,48
M,A,U,9,91,21,7,27
M,D,U,7,68,27,5,48
F,B,O,66,42,76,51,48
M,A,M,61,119,57,47,40
F,E,U,13,114,16,10,30
F,D,M,49,50,60,38,34
M,B,O,90,93,74,70,27
M,E,Y,35,49,60,27,39
M,E,Y,32,75,65,25,36
F,E,U,8,90,12,6,28
F,D,O,70,35,78,54,27
F,C,U,11,113,21,9,26
M,A,Y,24,61,67,19,31
M,E,Y,18,55,77,14,34
F,B,M,43,54,61,33,60
F,D,Y,23,78,71,18,42
F,E,O,96,33,61,75,50
M,D,Y,16,117,55,12,45
M,D,O,78,28,60,61,24
F,C,Y,209,79,49,163,37
F,D,U,14,111,34,11,45
F,D,M,42,53,55,33,36
M,D,Y,29,76,72,23,40
M,A,O,98,49,71,76,49
F,A,U,8,98,20,6,27
M,D,M,61,43,66,47,30
M,A,M,63,94,66,49,41
F,C,O,66,30,50,51,59
F,B,O,200,21,76,156,28
M,E,U,11,27,12,9,41
F,C,Y,27,82,64,21,22
M,D,M,47,71,46,37,34
F,D,Y,30,64,70,23,40
M,E,U,6,46,33,5,35
F,C,M,47,49,68,37,44
M,E,O,90,69,77,70,41
F,C,Y,37,70,77,29,42
F,D,Y,37,69,74,29,38
M,D,U,8,99,18,6,47
F,C,U,11,105,17,9,27
F,E,O,86,37,82,67,42
F,A,M,62,44,65,48,41
M,C,O,86,28,58,67,52
F,E,O,91,41,66,71,50
M,E,U,10,22,18,8,26
M,C,M,59,103,61,46,56
F,D,U,14,109,26,11,45
F,A,M,63,54,66,49,41
F,E,Y,209,70,63,163,38
F,B,U,5,100,18,4,35
M,A,U,15,96,15,12,29
M,A,Y,29,96,52,23,32
M,B,M,61,25,58,47,59
M,D,O,74,28,65,58,25
F,E,Y,39,61,58,30,27
F,E,O,69,28,73,54,28
M,E,M,53,56,64,41,50
F,D,Y,17,70,74,13,44
F,A,U,8,97,7,6,27
F,A,M,57,54,54,44,39
M,B,M,61,64,68,47,21
F,E,M,46,60,67,36,32
F,B,U,8,114,20,6,16
M,C,U,12,26,19,9,36
F,E,M,55,44,73,43,33
M,B,O,67,115,54,52,54
M,A,Y,25,115,66,19,31
F,B,O,90,29,81,70,29
M,B,M,45,104,77,35,50
F,C,M,59,49,51,46,46
F,A,Y,32,87,68,25,33
F,D,O,76,21,62,59,25
F,D,U,11,90,20,9,46
M,B,M,47,116,68,37,29
F,D,M,55,59,66,43,32
F,A,Y,35,74,64,27,34
F,D,M,47,60,60,37,34
F,E,M,52,47,52,40,49
F,A,U,9,117,19,7,27
F,E,Y,18,79,75,14,38
F,B,U,8,117,11,6,38
M,D,Y,23,85,67,18,42
F,B,O,68,39,55,53,29
F,A,U,10,93,22,8,27
F,A,M,50,40,47,39,37
F,B,M,45,50,77,35,32
M,E,U,12,54,18,9,33
M,B,O,82,105,63,64,59
M,B,O,92,107,63,72,51
M,C,O,79,28,82,61,48
F,B,M,58,47,56,45,36
F,A,M,40,57,85,31,35
M,E,U,10,57,6,8,43
M,E,U,10,50,22,8,34
M,C,U,8,102,18,6,48
F,A,U,11,113,25,9,28
M,E,M,57,113,73,44,40
F,B,Y,31,79,71,24,57
F,E,Y,32,93,73,25,40
F,C,M,50,46,51,39,29
F,A,Y,21,92,65,16,30
M,A,Y,23,43,61,18,31
M,D,O,87,109,67,68,21
F,B,M,44,60,60,34,52
F,D,Y,39,69,59,30,37
F,E,U,8,106,22,6,40
M,A,U,202,92,17,157,73
M,E,U,10,39,25,8,34
F,E,M,41,48,73,32,49
M,E,U,9,47,18,7,45
F,E,U,14,90,5,11,44
M,D,U,14,38,33,11,45
M,E,M,48,100,68,37,39
M,B,M,51,35,76,40,30
F,A,M,53,63,66,41,38
F,D,O,94,23,72,73,19
M,A,Y,20,67,63,16,30
M,D,U,12,77,12,9,46
F,A,U,8,108,21,6,27
F,C,Y,30,70,58,23,35
F,D,M,47,58,60,37,34
M,E,Y,25,47,74,19,40
M,A,Y,37,89,64,29,34
M,D,U,14,34,7,11,45
F,E,O,71,26,63,55,34
M,B,Y,28,66,54,22,43
F,A,Y,16,83,73,12,29
F,C,U,13,120,17,10,53
F,B,U,11,95,28,9,23
M,E,U,10,27,17,8,42
M,A,Y,24,37,57,19,31
F,A,U,12,112,23,9,28
M,D,U,6,49,19,5,48
M,C,Y,18,76,59,14,36
F,C,M,45,62,54,35,33
F,E,U,8,114,19,6,47
M,C,O,72,63,73,56,56
M,E,M,57,78,51,44,46
M,D,M,49,31,77,38,34
F,A,O,96,32,60,75,49
F,A,O,74,43,59,58,43
F,E,U,13,102,24,10,37
M,A,Y,30,100,67,23,33
F,D,Y,24,98,80,19,42
F,B,U,8,119,18,6,31
M,A,M,42,50,74,33,35
F,B,O,71,42,65,55,23
F,A,U,14,119,7,11,29
M,A,U,8,118,22,6,27
M,E,O,96,64,67,75,44
M,A,O,88,60,70,68,47
F,C,Y,21,83,57,16,24
M,E,M,57,70,74,44,36
F,E,Y,39,77,72,30,25
M,B,O,97,53,69,75,59
F,E,O,76,44,77,59,40
F,B,Y,21,74,71,16,61
M,B,U,12,28,4,9,68
F,D,O,74,35,80,58,25
M,B,O,92,50,63,72,25
F,D,M,41,53,73,32,36
F,B,O,66,40,59,51,55
F,D,M,45,57,62,35,35
F,D,Y,29,67,65,23,40
F,E,U,13,111,20,10,27
F,A,Y,35,83,56,27,34
M,A,Y,34,87,63,26,33
F,C,O,89,31,65,69,43
M,D,U,10,113,16,8,47
M,E,Y,27,114,48,21,38
M,D,M,53,118,66,41,32
F,B,Y,30,66,61,23,28
M,C,U,8,60,26,6,54
F,E,Y,27,71,73,21,48
M,C,O,68,53,62,53,23
M,D,M,41,109,65,32,36
M,E,Y,22,98,70,17,36
F,A,M,59,57,62,46,40
F,C,Y,203,78,57,158,57
M,C,M,44,23,55,34,30
F,C,O,75,32,83,58,57
F,D,M,207,40,59,161,46
M,C,M,62,42,68,48,54
F,E,M,46,62,55,36,31
M,B,O,93,70,69,72,67
M,A,M,54,62,65,42,39
M,B,M,41,53,63,32,27
F,A,O,70,25,59,54,43
F,A,U,12,108,28,9,28
M,B,U,8,46,28,6,62
F,B,Y,18,78,72,14,60
F,D,O,70,42,72,54,27
M,C,Y,20,99,59,16,39
F,D,M,55,62,49,43,32
F,A,Y,35,75,60,27,34
M,B,U,8,46,23,6,56
F,D,O,78,33,69,61,24
M,A,U,11,61,24,9,28
F,E,Y,31,62,58,24,32
F,B,Y,38,71,53,30,18
M,D,M,63,84,74,49,29
M,A,Y,23,69,75,18,31
F,C,Y,27,75,70,21,59
M,C,O,77,21,73,60,59
M,A,U,9,71,15,7,27
F,C,Y,20,96,55,16,55
F,A,U,14,112,20,11,29
M,C,O,97,65,60,75,48
M,D,M,57,68,58,44,31
M,B,O,84,36,80,65,57
F,B,O,88,27,82,68,21
M,E,Y,31,96,69,24,49
M,C,Y,29,62,64,23,53
F,A,U,11,119,6,9,28
F,D,M,62,42,67,48,29
F,A,U,15,101,15,12,29
M,D,M,40,101,63,31,37
F,A,Y,22,71,57,17,31
M,E,O,96,69,77,75,36
F,A,O,202,27,75,157,67
F,D,M,51,41,75,40,33
M,D,U,7,28,16,5,48
M,D,Y,36,44,60,28,38
F,B,Y,23,74,67,18,36
M,E,O,88,73,63,68,29
F,D,O,98,37,67,76,17
F,B,O,203,27,63,158,53
M,D,Y,33,41,65,26,39
F,C,M,44,62,66,34,46
M,B,Y,38,87,81,30,49
M,E,M,42,94,60,33,46
M,C,U,14,105,18,11,28
M,E,O,74,78,68,58,30
F,B,O,73,42,70,57,67
M,A,U,10,106,19,8,27
M,C,O,98,39,71,76,52
F,A,M,56,44,62,44,39
M,C,M,54,31,60,42,30
M,A,Y,19,65,64,15,30
M,B,U,13,93,23,10,40
M,D,M,51,67,62,40,33
M,C,U,11,48,15,9,40
F,D,Y,24,65,49,19,42
F,E,O,72,24,58,56,48
M,A,M,53,57,55,41,38
M,E,O,89,91,68,69,47
F,C,Y,39,96,59,30,51
F,E,U,7,97,25,5,42
F,A,O,67,29,72,52,42
F,D,U,13,111,25,10,46
F,C,Y,24,79,76,19,52
M,C,Y,34,42,61,26,26
F,A,Y,30,66,47,23,33
M,C,U,7,75,28,5,21
M,B,Y,33,35,85,26,40
F,A,M,57,60,78,44,39
M,E,M,45,102,69,35,37
F,E,U,12,93,9,9,27
M,B,U,14,90,28,11,42
F,B,O,72,28,64,56,43
F,D,O,86,30,71,67,21
M,E,O,65,79,70,51,31
F,B,U,13,116,21,10,40
M,D,Y,27,66,56,21,41
F,A,M,46,48,64,36,37
M,D,Y,23,78,70,18,42
M,D,M,40,58,61,31,37
F,B,U,14,95,20,11,29
F,C,Y,33,75,53,26,23
F,E,M,52,43,60,40,39
F,D,U,7,92,4,5,48
M,C,U,7,97,25,5,55
F,B,M,63,59,59,49,35
F,B,U,11,105,11,9,61
M,A,O,86,25,80,67,47
F,D,U,7,114,18,5,48
M,A,U,11,24,18,9,28
F,C,U,14,107,10,11,35
M,E,M,55,93,77,43,46
F,C,M,62,53,54,48,46
M,A,Y,31,67,52,24,33
M,D,U,11,55,14,9,46
F,C,M,63,53,53,49,34
M,E,M,56,86,70,44,42
M,E,M,49,46,55,38,28
F,E,U,7,107,19,5,35
M,C,O,95,49,66,74,43
F,A,M,54,55,48,42,39
F,E,M,48,41,66,37,48
F,A,U,12,116,23,9,28
F,E,O,83,23,58,65,33
F,D,Y,18,93,71,14,44
M,D,Y,32,58,57,25,39
F,D,O,82,44,73,64,23
M,D,M,44,30,51,34,35
F,B,M,43,50,54,33,39
F,A,M,58,64,68,45,39
F,E,O,82,23,81,64,43
F,C,O,94,42,68,73,20
M,E,Y,24,92,79,19,35
F,B,Y,30,63,75,23,36
F,D,O,80,39,67,62,23
M,A,Y,25,92,73,19,31
F,E,Y,36,86,70,28,44
M,A,U,13,103,7,10,28
M,D,O,93,98,74,72,19
M,B,U,11,111,18,9,66
M,E,O,81,65,82,63,41
F,A,U,10,108,17,8,27
M,A,O,94,28,73,73,49
F,B,M,61,53,56,47,60
M,E,M,49,103,73,38,36
F,A,Y,24,67,55,19,31
F,B,O,90,29,50,70,43
F,A,M,60,48,50,47,40
M,D,Y,30,83,53,23,40
F,A,O,66,37,68,51,41
F,B,Y,37,92,82,29,27
F,C,U,8,96,26,6,38
M,A,Y,26,23,67,20,31
M,D,Y,36,55,67,28,38
M,D,Y,33,67,51,26,39
F,B,M,59,59,74,46,68
F,E,M,61,63,67,47,28
F,D,U,14,109,25,11,45
F,E,O,88,41,72,68,40
M,A,U,14,78,17,11,29
F,D,M,42,46,73,33,36
M,B,U,14,27,17,11,57
M,D,O,87,96,71,68,21
F,E,O,208,33,64,162,33
M,C,U,9,89,12,7,25
M,A,Y,22,39,69,17,31
M,D,Y,32,108,55,25,39
F,C,U,14,103,31,11,26
F,C,M,63,59,73,49,52
M,B,O,70,63,72,54,65
F,B,O,68,29,63,53,69
M,B,M,64,60,60,50,31
M,E,O,72,94,56,56,31
F,D,Y,28,68,75,22,41
M,D,M,41,102,57,32,36
M,C,U,15,96,13,12,51
M,D,O,66,80,79,51,28
F,A,O,79,25,63,61,45
M,B,U,12,49,21,9,34
M,C,Y,37,35,60,29,35
F,D,Y,33,62,43,26,39
M,C,O,83,94,83,65,46
M,D,O,81,101,74,63,23
F,C,U,13,104,30,10,59
F,A,O,86,34,68,67,47
F,B,Y,34,82,63,26,47
F,C,M,52,63,49,40,21
F,A,U,14,105,25,11,29
F,B,Y,20,73,74,16,55
M,C,M,49,71,58,38,20
M,D,O,81,43,73,63,23
M,E,M,42,108,62,33,40
M,D,U,206,116,23,160,43
F,E,M,53,65,71,41,50
F,A,M,64,62,60,50,41
F,B,Y,30,79,62,23,25
M,B,Y,35,41,54,27,64
F,E,U,7,103,28,5,42
F,B,Y,35,64,85,27,24
M,A,M,41,62,75,32,35
F,C,U,11,94,7,9,37
F,C,O,91,30,64,71,51
M,B,U,14,45,15,11,33
M,E,U,11,35,23,9,26
F,C,Y,31,88,69,24,46
M,A,O,93,38,69,72,48
M,C,U,10,91,22,8,45
F,B,O,84,43,64,65,52
F,C,M,58,54,64,45,60
F,B,Y,24,99,73,19,67
M,C,U,11,114,13,9,28
M,A,M,59,110,65,46,40
M,C,Y,35,31,69,27,55
M,C,O,206,53,60,160,30
M,B,Y,38,93,65,30,26
F,C,U,10,103,22,8,44
F,D,U,6,105,19,5,48
M,C,Y,19,99,60,15,23
M,E,M,43,97,68,33,38
M,D,U,6,75,4,5,48
M,A,Y,27,99,72,21,32
F,C,U,10,111,16,8,34
F,B,M,51,53,67,40,45
M,D,U,11,88,16,9,46
F,B,O,89,26,53,69,52
M,A,U,13,29,15,10,28
M,B,U,8,112,22,6,68
F,C,U,14,115,14,11,42
M,A,Y,29,86,70,23,32
M,E,U,12,29,13,9,31
F,E,U,205,112,28,159,30
F,A,U,13,103,20,10,28
M,D,O,85,42,72,66,22
F,C,M,46,44,74,36,43
F,A,U,9,110,19,7,27
F,A,U,10,107,22,8,27
M,E,U,9,36,15,7,48
M,B,O,89,21,60,69,68
M,C,Y,24,77,72,19,33
F,A,Y,32,77,78,25,33
F,E,M,61,42,70,47,35
M,C,M,45,41,60,35,58
M,C,U,8,86,17,6,30
M,D,M,47,82,72,37,34
M,D,M,64,34,57,50,29
M,D,M,45,95,57,35,35
M,E,M,53,57,58,41,26
F,B,M,61,45,63,47,64
M,E,M,53,39,74,41,45
M,A,U,14,37,23,11,29
M,B,M,59,57,71,46,49
F,B,U,11,91,18,9,53
F,B,U,13,98,20,10,23
F,E,U,10,117,24,8,32
M,C,O,81,68,58,63,38
M,C,U,6,62,19,5,25
M,B,M,49,26,65,38,29
M,D,O,66,81,72,51,28
M,E,Y,34,94,78,26,28
F,A,U,13,118,17,10,28
F,E,M,60,41,61,47,36
F,A,U,6,104,23,5,27
F,B,O,75,21,60,58,15
M,A,U,7,39,28,5,27
F,E,M,51,49,52,40,28
M,D,U,10,66,24,8,47
M,B,Y,30,53,58,23,50
M,D,Y,24,60,61,19,42
F,E,M,52,44,70,40,42
M,C,Y,19,113,51,15,52
F,D,U,12,90,25,9,46
F,C,O,87,26,64,68,33
M,C,U,9,67,18,7,49
M,D,U,9,46,20,7,47
F,B,O,70,43,78,54,29
M,A,Y,19,63,75,15,30
M,E,U,14,58,21,11,30
F,E,M,54,48,67,42,39
M,E,U,5,24,26,4,42
F,B,Y,25,63,57,19,36
M,B,O,89,101,70,69,66
M,C,O,79,83,90,61,47
F,C,U,14,107,30,11,49
F,B,O,93,29,71,72,66
F,E,M,52,43,56,40,34
M,C,U,15,71,24,12,22
F,A,O,72,44,80,56,43
M,D,U,7,86,30,5,48
F,B,M,62,56,66,48,57
F,A,U,10,119,13,8,27
M,C,M,52,27,68,40,26
F,A,M,55,44,55,43,39
M,E,U,202,38,21,157,33
M,C,M,56,26,60,44,43
M,B,Y,25,95,64,19,56
F,E,Y,29,90,70,23,34
F,C,Y,36,73,60,28,21
F,C,M,63,59,79,49,37
F,E,O,204,44,76,159,45
M,A,M,58,41,75,45,39
M,C,Y,38,51,70,30,36
M,C,U,10,23,16,8,46
F,C,U,15,91,28,12,49
M,B,U,6,118,10,5,56
F,A,Y,28,73,75,22,32
F,A,M,55,45,58,43,39
M,B,O,95,97,67,74,55
F,B,O,92,44,64,72,57
F,A,U,13,105,19,10,28
M,B,Y,21,114,82,16,54
F,B,M,61,53,59,47,52
F,C,O,92,23,61,72,45
F,D,M,54,50,60,42,32
M,E,Y,29,34,84,23,26
F,C,O,79,27,58,61,39
M,C,U,10,44,20,8,39
F,D,Y,29,85,65,23,40
M,D,Y,23,52,74,18,42
F,E,U,6,92,14,5,37
F,B,Y,28,62,61,22,45
F,E,O,91,23,66,71,47
F,E,M,61,58,57,47,40
F,C,U,14,100,14,11,26
F,B,O,81,36,67,63,54
M,B,U,13,97,25,10,40
F,C,U,12,111,18,9,27
M,A,O,81,52,83,63,45
M,E,Y,16,98,62,12,46
F,D,O,98,42,62,76,17
F,A,U,6,110,23,5,27
F,E,Y,18,73,62,14,49
M,B,O,65,30,73,51,68
F,E,Y,20,70,51,16,31
F,B,Y,37,62,56,29,50
M,B,O,91,103,82,71,22
F,C,O,89,42,65,69,39
M,D,M,52,45,70,40,33
M,E,U,15,49,23,12,28
M,B,Y,36,26,76,28,48
F,B,O,66,37,73,51,29
M,E,M,49,91,72,38,32
M,C,U,15,105,28,12,39
F,C,U,13,93,-4,10,33
M,C,U,12,58,34,9,58
F,A,Y,28,97,67,22,32
F,E,Y,37,76,68,29,48
M,C,U,13,84,16,10,41
M,C,U,9,101,15,7,50
F,C,O,97,35,43,75,35
F,E,M,42,53,61,33,49
M,C,Y,23,54,64,18,57
M,D,M,43,92,73,33,36
F,C,U,9,97,17,7,43
F,C,O,78,34,72,61,34
M,A,O,97,53,66,75,49
F,A,M,40,62,60,31,35
M,A,U,10,109,24,8,27
M,B,O,83,31,63,65,35
F,D,M,64,49,51,50,29
F,D,U,13,92,24,10,46
F,D,U,12,96,24,9,46
M,C,O,69,45,79,54,46
M,C,O,75,96,66,58,45
F,C,O,76,39,59,59,35
F,C,U,10,116,26,8,33
M,A,Y,18,106,49,14,29
M,C,M,58,72,81,45,44
M,D,U,200,92,21,156,41
M,B,Y,29,39,67,23,35
F,A,U,7,94,18,5,27
M,C,M,56,94,63,44,24
F,A,M,41,57,63,32,35
F,D,U,12,101,16,9,46
M,C,U,15,88,28,12,50
F,E,O,83,27,68,65,42
M,B,U,6,36,29,5,18
M,B,O,66,71,60,51,16
F,B,M,52,60,57,40,70
M,E,M,58,82,62,45,46
F,D,O,71,29,69,55,26
F,A,U,8,111,30,6,27
F,A,O,88,21,61,68,47
F,C,U,15,117,25,12,47
F,D,U,6,110,8,5,48
M,E,M,54,103,68,42,38
F,E,U,13,93,20,10,28
M,D,Y,34,67,72,26,39
F,E,M,45,57,76,35,37
F,A,M,57,55,58,44,39
M,C,Y,22,39,59,17,44
F,D,Y,38,60,51,30,37
F,A,Y,27,73,69,21,32
F,E,O,99,22,74,77,38
F,B,O,88,43,60,68,42
F,A,U,15,116,17,12,29
F,A,O,94,43,70,73,49
M,E,O,98,98,64,76,41
M,B,M,45,22,71,35,39
F,E,M,44,40,48,34,48
F,C,M,53,63,52,41,43
F,A,Y,30,89,56,23,33
M,E,O,76,72,67,59,48
F,D,M,49,60,67,38,34
F,C,Y,17,75,63,13,43
M,C,Y,32,112,72,25,54
M,A,M,52,77,57,40,38
F,D,M,45,49,73,35,35
F,D,M,55,43,56,43,32
M,D,Y,29,21,69,23,40
F,B,M,41,64,56,32,50
M,A,O,82,57,70,64,45
M,B,U,13,22,22,10,67
M,E,M,57,90,69,44,26
M,D,M,46,88,49,36,35
M,A,O,88,29,52,68,47
F,A,U,7,100,26,5,27
F,D,U,14,105,25,11,45
F,C,U,7,99,19,5,49
M,A,M,55,32,57,43,39
F,B,U,6,106,15,5,48
F,A,U,13,109,14,10,28
M,C,O,77,96,71,60,37
F,C,M,62,57,56,48,31
F,E,M,61,64,69,47,38
M,D,Y,33,48,67,26,39
M,D,M,51,95,68,40,33
M,A,Y,17,50,66,13,29
M,A,U,6,99,26,5,27
F,C,M,52,44,62,40,21
M,E,U,11,27,24,9,50
F,B,O,91,24,76,71,37
F,E,M,41,40,62,32,48
F,B,Y,16,79,77,12,27
F,C,U,11,108,8,9,32
M,C,U,7,97,27,5,20
F,C,U,12,118,21,9,57
M,D,Y,18,102,50,14,44
M,B,Y,35,52,81,27,32
F,C,O,86,44,54,67,24
F,A,U,6,119,14,5,27
M,D,M,57,41,64,44,31
M,D,M,61,73,55,47,30
M,C,M,40,102,62,31,46
F,A,U,14,97,15,11,29
M,B,O,95,26,71,74,47
M,B,U,11,110,33,9,57
M,D,O,93,97,66,72,19
M,E,O,81,96,52,63,28
F,D,Y,28,61,54,22,41
M,C,U,6,44,19,5,54
M,C,U,14,69,29,11,22
M,B,M,64,71,61,50,20
F,D,Y,21,85,57,16,43
F,E,U,6,119,20,5,34
F,B,O,81,34,61,63,42
M,D,U,5,80,21,4,48
F,B,O,98,24,63,76,51
F,E,U,5,116,22,4,25
F,C,M,57,57,64,44,49
M,E,O,90,87,81,70,38
M,C,O,85,47,67,66,32
M,C,O,73,44,87,57,27
F,E,M,61,60,57,47,43
F,D,U,14,111,17,11,45
M,C,Y,25,64,62,19,34
F,A,O,65,42,69,51,41
M,B,M,49,79,68,38,33
F,A,U,15,94,11,12,29
M,D,Y,31,62,67,24,40
F,A,O,70,33,65,54,43
M,D,Y,25,58,69,19,42
F,C,M,53,64,54,41,41
M,E,M,61,74,64,47,29
F,D,U,7,116,24,5,48
M,E,M,56,46,58,44,32
F,A,U,15,103,31,12,29
M,B,O,69,51,65,54,26
M,E,U,5,49,24,4,47
M,E,M,48,95,59,37,45
M,E,O,100,115,64,78,39
M,D,O,97,94,72,75,18
F,C,U,6,113,19,5,52
M,D,Y,16,117,62,12,45
F,E,Y,32,60,54,25,26
M,B,Y,27,61,69,21,43
F,B,M,60,62,67,47,54
F,E,U,12,93,20,9,30
F,A,O,74,37,54,58,43
M,B,O,89,80,61,69,57
M,A,O,97,114,63,75,49
F,E,O,65,45,92,51,36
M,E,U,9,20,21,7,29
M,E,O,87,109,68,68,26
F,A,U,13,118,24,10,28
F,C,U,13,98,14,10,54
M,A,U,13,41,25,10,28
M,B,M,44,49,62,34,64
M,A,U,12,49,9,9,28
F,C,Y,33,99,61,26,55
F,E,U,7,115,21,5,49
F,C,U,9,93,20,7,25
F,B,Y,38,65,69,30,24
M,C,M,52,59,69,40,32
M,C,O,92,110,62,72,27
M,A,U,9,79,22,7,27
F,D,M,55,64,67,43,32
M,B,M,59,44,60,46,35
F,B,O,87,20,64,68,51
M,C,O,78,64,56,61,55
F,B,M,50,58,63,39,50
F,C,M,43,63,81,33,27
M,E,Y,37,78,57,29,44
F,D,Y,24,95,63,19,42
M,E,Y,19,119,50,15,47
F,E,O,81,29,73,63,39
F,E,O,97,40,74,75,32
M,B,U,14,74,28,11,20
F,D,Y,39,76,66,30,37
F,E,U,5,99,19,4,42
F,B,Y,37,70,71,29,41
F,B,O,75,20,75,58,54
M,E,M,55,104,71,43,32
F,E,M,46,48,64,36,43
M,D,U,5,110,25,4,48
M,D,Y,33,119,61,26,39
F,C,Y,33,90,68,26,25
F,A,U,10,113,17,8,27
M,E,O,96,72,67,75,28
F,D,M,59,41,64,46,30
M,B,O,93,25,49,72,26
F,B,M,58,42,72,45,45
F,E,O,88,39,50,68,25
M,C,M,50,47,60,39,50
M,D,U,7,80,19,5,48
M,B,U,14,51,24,11,49
M,D,O,79,87,64,61,24
F,C,M,54,45,75,42,56
M,B,M,49,32,59,38,59
F,B,O,100,30,61,78,32
M,D,M,63,54,61,49,29
M,C,U,14,66,20,11,29
M,A,O,75,37,65,58,44
F,D,Y,18,89,53,14,44
M,C,U,9,115,17,7,53
F,D,U,13,117,21,10,46
F,C,M,51,45,71,40,40
M,B,Y,18,108,77,14,31
M,B,Y,34,27,61,26,59
F,D,Y,36,67,79,28,38
F,E,M,45,51,57,35,45
M,C,O,72,109,61,56,31
M,A,O,98,34,49,76,49
M,D,M,44,32,74,34,35
M,C,O,97,54,71,75,30
F,E,U,7,117,19,5,49
F,E,O,87,38,74,68,36
M,A,Y,22,108,62,17,31
F,E,O,98,28,72,76,46
F,B,O,83,20,79,65,49
F,D,Y,32,80,50,25,39
F,A,Y,26,85,40,20,31
M,C,O,77,111,61,60,38
F,A,Y,23,96,63,18,31
M,B,U,13,49,3,10,34
M,E,Y,28,71,48,22,48
M,D,U,11,21,9,9,46
F,D,Y,23,92,59,18,42
M,B,Y,19,79,72,15,51
M,C,O,72,120,59,56,33
M,B,Y,27,30,53,21,43
M,E,Y,30,22,73,23,38
F,D,U,209,112,20,163,70
F,B,U,13,119,23,10,50
M,D,U,208,95,30,162,53
M,C,O,74,87,60,58,22
F,C,O,85,42,71,66,55
F,D,O,83,24,69,65,22
F,C,Y,26,66,66,20,31
M,B,M,49,73,62,38,15
M,C,O,68,38,67,53,54
F,A,U,10,91,25,8,27
F,D,M,49,46,66,38,34
M,C,O,69,34,50,54,49
M,D,M,53,94,58,41,32
M,B,O,70,43,70,54,20
M,D,U,5,37,20,4,48
F,C,U,13,116,22,10,45
M,C,O,75,114,64,58,26
M,E,O,79,94,70,61,39
F,D,Y,28,76,64,22,41
M,A,U,15,30,21,12,29
F,E,M,42,54,43,33,39
F,A,Y,26,68,66,20,31
M,C,M,55,120,73,43,21
M,A,M,41,21,64,32,35
M,D,O,68,48,72,53,27
F,C,M,43,64,63,33,44
F,E,Y,22,92,64,17,35
F,E,O,78,36,56,61,31
F,C,M,57,42,65,44,31
M,C,M,46,56,61,36,32
F,C,O,85,22,69,66,52
F,C,M,40,59,57,31,48
M,C,O,90,79,79,70,59
M,A,Y,31,27,65,24,33
M,D,M,52,68,66,40,33
F,D,O,87,22,89,68,21
F,A,Y,31,63,62,24,33
M,E,M,55,67,62,43,40
M,D,U,9,37,25,7,47
F,A,U,6,115,23,5,27
F,B,O,67,41,63,52,37
M,A,Y,24,59,68,19,31
F,A,O,89,20,67,69,47
F,E,O,83,24,67,65,40
M,C,Y,23,93,76,18,46
F,D,M,54,62,66,42,32
F,D,M,55,43,75,43,32
F,A,Y,36,74,69,28,34
M,E,Y,25,101,79,19,37
M,B,Y,33,37,67,26,69
F,A,M,57,50,64,44,39
F,A,O,99,36,66,77,50
M,B,M,50,70,68,39,29
F,B,Y,32,93,53,25,64
M,D,M,54,30,68,42,32
M,B,O,93,104,55,72,40
F,A,U,14,117,17,11,29
F,A,Y,33,66,63,26,33
M,E,Y,17,70,60,13,40
M,D,U,10,102,14,8,47
M,D,M,40,92,69,31,37
F,C,M,44,60,68,34,24
F,C,U,14,103,21,11,37
M,E,U,6,56,12,5,46
M,D,M,55,62,58,43,32
M,D,Y,28,100,66,22,41
F,D,M,46,46,77,36,35
M,C,O,65,107,71,51,36
M,E,O,75,72,71,58,35
F,C,Y,33,100,65,26,58
F,D,Y,34,67,65,26,39
M,D,Y,39,42,70,30,37
M,E,O,95,100,75,74,25
F,A,O,86,37,74,67,47
M,D,O,66,52,72,51,28
F,A,O,79,35,76,61,45
M,E,U,13,58,17,10,27
M,A,U,8,116,15,6,27
F,E,U,5,101,22,4,44
F,E,U,7,94,29,5,37
M,A,O,205,31,67,159,74
F,B,Y,16,69,76,12,28
M,A,O,80,23,58,62,45
